timestamp,lat,lon,speed,vehicle_count
2003-10-28T22:14:24.215441,53.509985,10.099658,2,7
2002-05-25T19:20:19.934906,53.56551,10.075222,74,5
1986-02-18T03:37:49.115050,53.50287,10.072554,27,9
2017-10-05T03:33:45.656809,53.547607,10.029939,18,2
2019-02-03T19:10:42.981376,53.538875,10.000195,48,1
1990-06-04T00:21:20.878688,53.566367,10.007943,32,7
1976-09-01T10:20:49.224018,53.538891,10.075451,14,5
1985-04-24T21:31:22.203757,53.514335,9.963979,54,2
1985-02-25T11:07:02.807828,53.557937,9.964576,49,1
1970-11-01T01:55:23.147001,53.576988,10.050276,72,2
1982-10-22T13:09:57.018175,53.510299,10.08787,53,3
1984-05-07T18:27:40.162295,53.573747,10.082991,44,2
1990-05-16T15:17:40.903633,53.590063,9.931098,3,9
2007-12-16T22:49:04.208782,53.544244,9.989262,0,5
1994-05-07T06:31:36.435356,53.512109,9.998847,75,2
1973-01-26T11:46:32.335753,53.514093,10.01894,55,5
2020-12-24T08:24:15.880621,53.531825,10.094264,75,6
2007-06-28T11:51:35.240253,53.530086,10.022413,18,8
2025-02-28T15:16:02.321382,53.585844,10.09446,59,9
1997-11-30T03:27:02.018350,53.511169,10.07747,59,5
2020-04-06T23:23:31.688493,53.528138,10.049002,8,6
2008-11-29T03:46:02.421950,53.50012,10.075524,62,4
1996-09-19T05:06:54.332521,53.570638,9.957242,76,6
1992-06-19T09:14:50.287129,53.507678,10.097479,76,9
2008-04-28T05:41:46.157280,53.579278,10.064316,18,8
1985-01-03T09:33:36.951540,53.511452,10.090161,23,1
2014-05-04T14:58:04.428534,53.558357,10.046953,27,5
1980-04-08T15:14:47.772204,53.597818,9.930959,72,9
1979-09-12T00:34:16.966628,53.551123,10.044792,14,7
2008-04-22T06:13:47.242755,53.539625,10.082171,0,3
2001-03-21T10:51:54.108733,53.525114,9.994037,29,8
2001-08-27T14:26:46.986960,53.542522,9.951392,38,4
2001-06-17T05:13:53.897189,53.596825,9.940337,9,4
1972-10-24T02:25:08.473463,53.529908,9.944859,27,8
1991-12-21T20:40:32.131648,53.543369,9.940297,45,2
2012-11-11T04:21:00.257918,53.591175,9.968461,5,5
1981-11-09T12:07:37.265666,53.590904,9.96019,42,10
2001-07-23T01:43:12.957695,53.564781,10.068353,76,7
1981-08-05T05:53:51.745167,53.564883,10.097856,26,9
2006-05-29T10:05:35.370862,53.596552,10.057762,59,2
2009-10-11T21:53:41.571264,53.595667,10.008406,70,2
1979-04-08T03:32:49.233738,53.50834,9.907394,68,4
2003-02-20T23:18:03.115882,53.522059,9.935305,18,7
2006-05-07T14:49:26.526798,53.591539,9.927612,42,7
2004-03-19T05:59:44.360005,53.548498,10.006152,28,10
2020-02-02T20:10:57.236775,53.500579,9.910999,12,7
2005-08-20T13:47:21.235316,53.546614,10.049459,80,4
1973-03-27T10:42:41.136783,53.510528,10.016984,36,3
1994-11-14T04:12:33.110007,53.536763,10.076227,12,1
2020-03-09T18:05:07.575510,53.592859,9.905313,59,7
1984-06-02T21:43:10.183849,53.515557,10.074602,19,5
1984-01-29T03:03:03.680818,53.594367,9.97753,41,3
1970-01-08T22:38:44.126337,53.59837,9.956477,5,3
2019-08-16T14:28:29.819521,53.518003,9.906589,77,6
2023-10-15T04:03:23.016652,53.549472,9.988033,59,4
1976-03-15T10:07:42.191686,53.583244,9.918665,26,1
2002-07-01T14:56:32.507276,53.578371,10.065425,19,9
1988-11-18T09:51:38.211143,53.561944,9.974486,16,3
1976-12-23T20:02:50.214799,53.562037,10.061672,68,2
1975-09-17T05:38:30.599635,53.51214,9.918081,24,8
1994-03-08T10:00:34.123369,53.528824,10.04893,37,9
1972-01-31T02:10:33.515711,53.507504,10.080517,66,6
1972-11-17T19:42:26.998605,53.5635,10.042627,77,3
2012-08-29T04:16:49.639615,53.557424,10.085932,23,10
1997-04-16T07:10:35.680079,53.584103,9.934044,25,5
1986-05-09T17:38:22.975280,53.501657,10.067523,46,7
1972-03-25T17:00:57.510760,53.552022,10.0329,12,5
2003-11-01T18:51:36.157093,53.544062,9.923429,63,9
2019-10-13T03:17:34.138166,53.506577,10.068312,55,1
2007-07-19T23:50:37.973397,53.562096,10.029371,62,4
2006-07-09T00:58:58.653993,53.520293,10.087272,42,2
1971-07-26T02:07:10.118095,53.550688,10.013199,22,2
1987-04-10T09:18:42.220129,53.513583,10.064433,77,4
1994-08-24T04:42:34.665358,53.587065,9.921851,28,2
1997-12-28T14:44:46.920573,53.547594,10.091303,42,5
1975-04-17T06:50:59.314219,53.515362,9.937544,3,2
2004-10-22T19:32:53.218714,53.513963,10.004946,26,4
1970-04-25T03:44:14.962508,53.555477,9.935824,35,10
1986-01-31T12:57:48.661166,53.566815,9.995023,40,3
2018-08-02T05:33:44.140970,53.55762,10.043754,7,10
2002-01-08T19:00:52.375545,53.512678,9.929437,42,2
2005-07-29T14:35:45.578738,53.544239,10.066156,77,2
2010-07-19T03:47:18.125484,53.547317,10.088682,59,10
2017-09-13T17:22:01.168447,53.550814,9.941453,12,1
2002-11-22T09:50:32.111239,53.595298,9.928657,9,10
1983-01-06T07:14:12.992450,53.577884,10.098872,4,7
1996-08-21T06:03:37.225648,53.590598,9.939218,68,4
1994-04-12T13:17:22.790775,53.561406,9.944821,28,3
2021-07-18T11:31:09.638254,53.592465,10.030382,27,8
2007-02-12T22:59:17.535610,53.538628,9.937447,2,4
2002-08-01T06:44:58.168421,53.591766,10.095634,20,5
2015-07-04T02:05:39.944510,53.590716,9.987659,71,10
2012-06-26T06:02:16.025286,53.54183,9.988257,26,1
1976-11-01T03:09:15.454513,53.568345,10.090163,58,5
1996-05-16T08:59:18.194857,53.539453,9.98737,3,4
2002-10-04T01:00:58.745461,53.586662,9.935564,19,7
1997-03-25T10:44:38.413449,53.580598,10.065819,4,2
2000-04-26T01:26:34.485766,53.573666,10.026638,37,2
2020-03-17T22:20:40.991037,53.587627,9.913754,27,9
2021-03-16T03:14:58.383611,53.579268,10.032666,46,10
2016-03-31T07:30:17.125467,53.554076,9.963325,61,8
1990-05-22T00:02:29.978779,53.579827,9.996867,20,4
1974-03-02T07:35:19.321645,53.532072,10.083374,4,3
1979-07-22T18:52:34.955207,53.599042,9.916993,33,1
1986-09-06T20:12:45.304073,53.538197,9.975555,61,1
1998-12-03T09:41:03.793834,53.550538,9.950202,47,3
2017-11-11T12:35:58.076998,53.541383,10.048487,60,6
2024-08-05T01:12:38.426382,53.501389,10.051922,9,5
1993-10-29T18:51:32.046302,53.541079,9.974631,38,3
2025-02-07T21:22:55.123491,53.530776,10.09814,61,9
2001-11-15T06:20:09.678912,53.536882,10.077532,60,7
2008-03-14T20:01:43.754461,53.524975,9.917816,50,3
1978-03-24T04:00:41.359494,53.52316,9.994306,64,9
1985-10-06T16:23:59.009527,53.528502,9.999554,66,3
2008-12-06T20:53:18.981508,53.532755,10.076778,51,3
2001-08-08T09:54:24.454993,53.530103,10.077972,68,4
1986-12-17T10:43:26.056928,53.568382,10.07664,53,1
1976-11-21T06:25:11.237541,53.545885,10.064116,42,3
1974-09-23T03:38:53.135737,53.503426,10.077273,6,10
1971-05-09T04:21:33.415596,53.57074,9.973901,4,3
1976-11-17T02:09:22.683639,53.537416,10.062022,40,10
2021-02-03T10:32:58.695166,53.519818,9.980202,57,10
2011-07-16T01:32:14.933111,53.520814,10.03474,29,5
2021-11-15T05:40:15.742227,53.593429,10.058504,76,4
2003-10-22T18:22:07.230187,53.505589,10.025316,77,8
2003-09-21T12:28:26.616826,53.595647,10.06374,9,7
1982-03-10T22:49:52.809757,53.500272,9.960076,79,1
1990-08-23T01:24:26.230799,53.579051,10.044099,9,3
2023-12-13T08:23:02.268884,53.587138,10.067653,11,9
1976-10-21T17:21:44.727541,53.587622,10.080498,43,2
2011-01-22T05:17:52.906327,53.591482,9.923201,13,4
1982-07-20T17:56:03.445627,53.524398,10.066207,29,9
2005-06-05T07:37:20.888560,53.574382,10.034904,27,9
2019-03-26T16:12:50.712332,53.557088,10.009853,53,10
1985-03-31T09:35:19.039496,53.557524,10.08322,18,10
2024-09-29T09:27:07.344990,53.568054,10.09601,47,4
2025-02-10T16:36:55.587329,53.55306,9.957934,65,2
1986-03-25T20:36:21.784242,53.536969,10.004604,14,10
1989-03-22T23:33:23.841531,53.574059,10.094136,58,8
1974-06-05T22:02:12.516695,53.581002,9.978805,6,3
2022-09-30T08:33:15.363507,53.501815,9.968177,12,1
2020-03-14T08:36:45.558081,53.504318,9.998281,80,9
2018-10-22T14:38:49.260542,53.537488,10.027657,64,8
2008-03-25T18:47:12.536036,53.50918,10.09192,17,8
2017-12-20T23:05:11.519040,53.535888,9.926741,8,2
1979-08-17T17:48:05.840032,53.554441,10.00199,67,5
2016-01-26T09:37:49.460416,53.517639,9.98115,54,4
1991-02-25T03:13:54.702631,53.535574,9.972727,32,8
1986-07-02T01:07:45.740680,53.50775,9.955881,50,5
1992-02-19T10:15:12.923606,53.503602,10.028673,54,7
1970-06-01T05:44:52.706057,53.599583,10.086796,34,1
2011-01-08T01:48:25.425853,53.503185,9.915776,75,8
1990-12-21T01:44:39.904019,53.572164,10.027189,10,6
1983-05-02T17:16:59.830137,53.566851,10.004605,5,2
2001-10-26T12:38:41.712075,53.564373,9.953526,56,8
1999-02-16T21:46:41.467040,53.593509,9.950041,27,1
2009-08-29T23:03:06.785566,53.525171,9.959415,39,2
1970-04-01T17:28:02.788145,53.581254,10.067537,18,3
2012-09-08T05:56:58.451553,53.589466,9.971683,11,2
2004-08-20T17:36:45.385336,53.553828,9.938822,80,3
1970-02-26T18:35:07.911624,53.509726,9.953174,31,1
1993-11-25T14:23:29.014288,53.549839,9.954658,32,2
1989-03-11T05:27:00.957299,53.532076,9.928137,19,5
2006-11-20T16:36:23.897577,53.588598,9.962533,50,10
2008-12-12T17:02:49.246399,53.589754,10.083144,53,9
1984-11-03T14:39:27.055715,53.594595,10.050559,22,2
2007-08-29T11:15:13.931231,53.539768,10.0253,13,9
1983-01-21T03:32:34.053221,53.5443,9.91929,2,7
1977-08-28T03:04:58.551746,53.583655,10.067336,18,9
1975-09-05T19:37:34.628711,53.540577,10.041184,17,9
2001-08-17T14:08:31.586067,53.52808,9.9259,63,4
2000-09-29T02:19:35.998877,53.595613,9.92447,37,5
2013-01-16T10:08:07.218901,53.589887,10.046953,1,6
1978-08-03T09:25:56.831291,53.560226,10.044428,26,10
2001-02-01T02:35:25.628328,53.543845,10.006301,3,5
1976-01-17T17:03:43.477943,53.582396,9.973901,22,10
2021-10-28T09:18:40.624089,53.561851,9.978906,42,5
2016-05-18T13:18:51.390973,53.534735,9.91295,25,2
1995-02-04T10:40:00.483305,53.5441,10.042034,27,7
1985-11-01T01:31:29.236502,53.584013,10.084043,77,5
2002-01-05T10:28:07.683813,53.597702,10.043182,57,10
2025-04-28T17:18:10.203076,53.591686,10.024666,23,7
2014-03-30T22:49:37.359591,53.591155,10.068901,8,3
1988-01-28T23:07:34.169410,53.596095,10.028622,36,2
1976-07-27T09:38:14.024032,53.56524,9.95367,78,7
2003-10-28T22:14:24.215441,53.509985,10.099658,2,7
2002-05-25T19:20:19.934906,53.56551,10.075222,74,5
1986-02-18T03:37:49.115050,53.50287,10.072554,27,9
2017-10-05T03:33:45.656809,53.547607,10.029939,18,2
2019-02-03T19:10:42.981376,53.538875,10.000195,48,1
1990-06-04T00:21:20.878688,53.566367,10.007943,32,7
1976-09-01T10:20:49.224018,53.538891,10.075451,14,5
1985-04-24T21:31:22.203757,53.514335,9.963979,54,2
1985-02-25T11:07:02.807828,53.557937,9.964576,49,1
1970-11-01T01:55:23.147001,53.576988,10.050276,72,2
1982-10-22T13:09:57.018175,53.510299,10.08787,53,3
1984-05-07T18:27:40.162295,53.573747,10.082991,44,2
1990-05-16T15:17:40.903633,53.590063,9.931098,3,9
2007-12-16T22:49:04.208782,53.544244,9.989262,0,5
1994-05-07T06:31:36.435356,53.512109,9.998847,75,2
1973-01-26T11:46:32.335753,53.514093,10.01894,55,5
2020-12-24T08:24:15.880621,53.531825,10.094264,75,6
2007-06-28T11:51:35.240253,53.530086,10.022413,18,8
2025-02-28T15:16:02.321382,53.585844,10.09446,59,9
1997-11-30T03:27:02.018350,53.511169,10.07747,59,5
2020-04-06T23:23:31.688493,53.528138,10.049002,8,6
2008-11-29T03:46:02.421950,53.50012,10.075524,62,4
1996-09-19T05:06:54.332521,53.570638,9.957242,76,6
1992-06-19T09:14:50.287129,53.507678,10.097479,76,9
2008-04-28T05:41:46.157280,53.579278,10.064316,18,8
1985-01-03T09:33:36.951540,53.511452,10.090161,23,1
2014-05-04T14:58:04.428534,53.558357,10.046953,27,5
1980-04-08T15:14:47.772204,53.597818,9.930959,72,9
1979-09-12T00:34:16.966628,53.551123,10.044792,14,7
2008-04-22T06:13:47.242755,53.539625,10.082171,0,3
2001-03-21T10:51:54.108733,53.525114,9.994037,29,8
2001-08-27T14:26:46.986960,53.542522,9.951392,38,4
2001-06-17T05:13:53.897189,53.596825,9.940337,9,4
1972-10-24T02:25:08.473463,53.529908,9.944859,27,8
1991-12-21T20:40:32.131648,53.543369,9.940297,45,2
2012-11-11T04:21:00.257918,53.591175,9.968461,5,5
1981-11-09T12:07:37.265666,53.590904,9.96019,42,10
2001-07-23T01:43:12.957695,53.564781,10.068353,76,7
1981-08-05T05:53:51.745167,53.564883,10.097856,26,9
2006-05-29T10:05:35.370862,53.596552,10.057762,59,2
2009-10-11T21:53:41.571264,53.595667,10.008406,70,2
1979-04-08T03:32:49.233738,53.50834,9.907394,68,4
2003-02-20T23:18:03.115882,53.522059,9.935305,18,7
2006-05-07T14:49:26.526798,53.591539,9.927612,42,7
2004-03-19T05:59:44.360005,53.548498,10.006152,28,10
2020-02-02T20:10:57.236775,53.500579,9.910999,12,7
2005-08-20T13:47:21.235316,53.546614,10.049459,80,4
1973-03-27T10:42:41.136783,53.510528,10.016984,36,3
1994-11-14T04:12:33.110007,53.536763,10.076227,12,1
2020-03-09T18:05:07.575510,53.592859,9.905313,59,7
1984-06-02T21:43:10.183849,53.515557,10.074602,19,5
1984-01-29T03:03:03.680818,53.594367,9.97753,41,3
1970-01-08T22:38:44.126337,53.59837,9.956477,5,3
2019-08-16T14:28:29.819521,53.518003,9.906589,77,6
2023-10-15T04:03:23.016652,53.549472,9.988033,59,4
1976-03-15T10:07:42.191686,53.583244,9.918665,26,1
2002-07-01T14:56:32.507276,53.578371,10.065425,19,9
1988-11-18T09:51:38.211143,53.561944,9.974486,16,3
1976-12-23T20:02:50.214799,53.562037,10.061672,68,2
1975-09-17T05:38:30.599635,53.51214,9.918081,24,8
